Year	Plot	Geno	Rep	Superblock	Block	Row	Col	Check	new	C	Anthesis	Silking	Planting	da	ds	a_s	GDD_a	GDD_s
2015	15A0571	Fa32B	2	1	4	11	14	99	1	Panel	8/2/15	8/7/15	5/29/15	65	70	-5	1801	1889
2015	15A0572	Check1	2	1	4	11	13	1	0	Check	7/25/15	7/28/15	5/29/15	57	60	-3	1614	1686
2015	15A0573	Wu04819	2	1	5	12	14	99	1	Panel	8/2/15	8/3/15	5/29/15	65	66	-1	1801	1824
2015	15A0574	C30	2	1	5	12	13	99	1	Panel	8/2/15	7/30/15	5/29/15	65	62	3	1801	1737
2015	15A0575	Wuh09097i	2	1	5	13	14	99	1	Panel	8/12/15	8/15/15	5/29/15	75	78	-3	1979	2043
2015	15A0576	C2	2	1	5	13	13	99	1	Panel	7/27/15	7/27/15	5/29/15	59	59	0	1661	1661
2015	15A0577	FILL	2	1	5	14	14	99	1	Check	7/29/15	7/28/15	5/29/15	61	60	1	1711	1686
2015	15A0578	FILL	2	1	5	14	13	99	1	Check	7/25/15	7/24/15	5/29/15	57	56	1	1614	1594
2015	15A0579	Me100	2	1	5	15	14	99	1	Panel	7/28/15	7/30/15	5/29/15	60	62	-2	1686	1737
2015	15A0580	Me2rt	2	1	5	15	13	99	1	Panel	8/2/15	7/30/15	5/29/15	65	62	3	1801	1737
2015	15A0581	F7	2	1	5	16	14	99	1	Panel	7/30/15	7/30/15	5/29/15	62	62	0	1737	1737
2015	15A0582	S4	2	1	5	16	13	99	1	Panel	8/5/15	8/12/15	5/29/15	68	75	-7	1859	1979
2015	15A0583	Wh08115b	2	1	5	17	14	99	1	Panel	8/15/15	Not	5/29/15	78	NA	NA	2043	NA
2015	15A0584	NJ618	2	1	5	17	13	99	1	Panel	8/6/15	8/11/15	5/29/15	69	74	-5	1874	1963
2015	15A0585	Wh03031	2	1	5	18	14	99	1	Panel	8/16/15	8/18/15	5/29/15	79	81	-2	2067	2119
2015	15A0586	IL689a	2	1	5	18	13	99	1	Panel	8/10/15	8/14/15	5/29/15	73	77	-4	1942	2018
2015	15A0587	We06409b	2	1	5	19	14	99	1	Panel	8/1/15	7/30/15	5/29/15	64	62	2	1780	1737
2015	15A0588	Wh93017	2	1	5	19	13	99	1	Panel	7/30/15	7/30/15	5/29/15	62	62	0	1737	1737
2015	15A0589	I817	2	1	5	20	14	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0590	Check2	2	1	5	20	13	2	0	Check	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0591	We08408	2	1	5	21	14	99	1	Panel	7/30/15	7/30/15	5/29/15	62	62	0	1737	1737
2015	15A0592	C13	2	1	5	21	13	99	1	Panel	7/25/15	7/25/15	5/29/15	57	57	0	1614	1614
2015	15A0593	Wh09126R	2	1	5	22	14	99	1	Panel	8/1/15	7/30/15	5/29/15	64	62	2	1780	1737
2015	15A0594	Check1	2	1	5	22	13	1	0	Check	7/28/15	7/30/15	5/29/15	60	62	-2	1686	1737
2015	15A0595	83612b	2	2	1	23	14	99	1	Panel	8/9/15	8/9/15	5/29/15	72	72	0	1920	1920
2015	15A0596	P39a	2	2	1	23	13	99	1	Panel	8/12/15	8/17/15	5/29/15	75	80	-5	1979	2092
2015	15A0597	Ia2132	2	2	1	24	14	99	1	Panel	8/12/15	8/13/15	5/29/15	75	76	-1	1979	1994
2015	15A0598	Ia2256	2	2	1	24	13	99	1	Panel	8/13/15	8/15/15	5/29/15	76	78	-2	1994	2043
2015	15A0599	EP61	2	2	1	25	14	99	1	Panel	8/7/15	8/9/15	5/29/15	70	72	-2	1889	1920
2015	15A0600	Wh09087	2	2	1	25	13	99	1	Panel	8/12/15	8/16/15	5/29/15	75	79	-4	1979	2067
2015	15A0601	MDM-8	2	2	1	26	14	99	1	Panel	8/9/15	8/13/15	5/29/15	72	76	-4	1920	1994
2015	15A0602	Check2	2	2	1	26	13	2	0	Check	8/12/15	8/14/15	5/29/15	75	77	-2	1979	2018
2015	15A0603	W5579	2	2	1	27	14	99	1	Panel	8/11/15	8/15/15	5/29/15	74	78	-4	1963	2043
2015	15A0604	IL804a	2	2	1	27	13	99	1	Panel	8/19/15	8/24/15	5/29/15	82	87	-5	2146	2235
2015	15A0605	IP39	2	2	1	28	14	99	1	Panel	8/3/15	8/5/15	5/29/15	66	68	-2	1824	1859
2015	15A0606	IL303b	2	2	1	28	13	99	1	Panel	8/11/15	8/13/15	5/29/15	74	76	-2	1963	1994
2015	15A0607	34f	2	2	1	29	14	99	1	Panel	8/17/15	8/26/15	5/29/15	80	89	-9	2092	2263
2015	15A0608	MDM-9	2	2	1	29	13	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0609	P39	2	2	1	30	14	99	1	Panel	8/12/15	8/13/15	5/29/15	75	76	-1	1979	1994
2015	15A0610	Check3	2	2	1	30	13	3	0	Check	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0611	Ind.5817	2	2	1	31	14	99	1	Panel	8/10/15	8/12/15	5/29/15	73	75	-2	1942	1979
2015	15A0612	MDM-1	2	2	1	31	13	99	1	Panel	8/15/15	8/16/15	5/29/15	78	79	-1	2043	2067
2015	15A0613	Wuh09144i	2	2	1	32	14	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0614	IL747b	2	2	1	32	13	99	1	Panel	8/3/15	8/7/15	5/29/15	66	70	-4	1824	1889
2015	15A0615	P39Goodman-Buckler	2	2	1	33	14	99	1	Panel	8/12/15	8/14/15	5/29/15	75	77	-2	1979	2018
2015	15A0616	IL767b	2	2	1	33	13	99	1	Panel	8/18/15	8/19/15	5/29/15	81	82	-1	2119	2146
2015	15A0617	FILL	2	2	2	33	12	99	1	Check	7/28/15	7/25/15	5/29/15	60	57	3	1686	1614
2015	15A0618	EP85	2	2	2	33	11	99	1	Panel	8/11/15	8/15/15	5/29/15	74	78	-4	1963	2043
2015	15A0619	B5765	2	2	2	32	12	99	1	Panel	8/16/15	8/18/15	5/29/15	79	81	-2	2067	2119
2015	15A0620	NJ112	2	2	2	32	11	99	1	Panel	8/1/15	8/1/15	5/29/15	64	64	0	1780	1780
2015	15A0621	Wh10049R	2	2	2	31	12	99	1	Panel	8/10/15	8/11/15	5/29/15	73	74	-1	1942	1963
2015	15A0622	Ia5125	2	2	2	31	11	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0623	Wh08042	2	2	2	30	12	99	1	Panel	8/10/15	8/12/15	5/29/15	73	75	-2	1942	1979
2015	15A0624	EP58	2	2	2	30	11	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0625	Wh07166R	2	2	2	29	12	99	1	Panel	8/14/15	8/14/15	5/29/15	77	77	0	2018	2018
2015	15A0626	F2	2	2	2	29	11	99	1	Panel	7/31/15	7/29/15	5/29/15	63	61	2	1760	1711
2015	15A0627	ILB5870	2	2	2	28	12	99	1	Panel	8/7/15	8/8/15	5/29/15	70	71	-1	1889	1902
2015	15A0628	83610b	2	2	2	28	11	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0629	MDM-12	2	2	2	27	12	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0630	EP84	2	2	2	27	11	99	1	Panel	8/7/15	8/8/15	5/29/15	70	71	-1	1889	1902
2015	15A0631	Wuh09188i	2	2	2	26	12	99	1	Panel	8/7/15	8/8/15	5/29/15	70	71	-1	1889	1902
2015	15A0632	IaEV3015	2	2	2	26	11	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0633	W6786	2	2	2	25	12	99	1	Panel	8/14/15	8/14/15	5/29/15	77	77	0	2018	2018
2015	15A0634	P39M94	2	2	2	25	11	99	1	Panel	8/8/15	8/9/15	5/29/15	71	72	-1	1902	1920
2015	15A0635	Check3	2	2	2	24	12	3	0	Check	8/14/15	8/13/15	5/29/15	77	76	1	2018	1994
2015	15A0636	A10579	2	2	2	24	11	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0637	Check2	2	2	2	23	12	2	0	Check	8/15/15	8/14/15	5/29/15	78	77	1	2043	2018
2015	15A0638	IL744a	2	2	2	23	11	99	1	Panel	8/15/15	8/18/15	5/29/15	78	81	-3	2043	2119
2015	15A0639	Check2	2	2	3	22	12	2	0	Check	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0640	IaEV3002	2	2	3	22	11	99	1	Panel	8/14/15	8/15/15	5/29/15	77	78	-1	2018	2043
2015	15A0641	P51	2	2	3	21	12	99	1	Panel	8/3/15	8/4/15	5/29/15	66	67	-1	1824	1842
2015	15A0642	C6A	2	2	3	21	11	99	1	Panel	7/28/15	7/28/15	5/29/15	60	60	0	1686	1686
2015	15A0643	IL661a	2	2	3	20	12	99	1	Panel	8/13/15	8/14/15	5/29/15	76	77	-1	1994	2018
2015	15A0644	IaEV3004	2	2	3	20	11	99	1	Panel	8/15/15	8/16/15	5/29/15	78	79	-1	2043	2067
2015	15A0645	R839	2	2	3	19	12	99	1	Panel	8/8/15	8/13/15	5/29/15	71	76	-5	1902	1994
2015	15A0646	W6757	2	2	3	19	11	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0647	Wh05051	2	2	3	18	12	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0648	SD469	2	2	3	18	11	99	1	Panel	8/8/15	8/10/15	5/29/15	71	73	-2	1902	1942
2015	15A0649	Wh09033	2	2	3	17	12	99	1	Panel	8/10/15	8/15/15	5/29/15	73	78	-5	1942	2043
2015	15A0650	Wu00802	2	2	3	17	11	99	1	Panel	8/17/15	8/20/15	5/29/15	80	83	-3	2092	2169
2015	15A0651	A686	2	2	3	16	12	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0652	Check3	2	2	3	16	11	3	0	Check	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0653	CTS62	2	2	3	15	12	99	1	Panel	8/20/15	8/21/15	5/29/15	83	84	-1	2169	2186
2015	15A0654	IL13B	2	2	3	15	11	99	1	Panel	8/26/15	8/27/15	5/29/15	89	90	-1	2263	2275
2015	15A0655	IL47A	2	2	3	14	12	99	1	Panel	8/11/15	8/13/15	5/29/15	74	76	-2	1963	1994
2015	15A0656	P14	2	2	3	14	11	99	1	Panel	8/8/15	8/11/15	5/29/15	71	74	-3	1902	1963
2015	15A0657	Wh93006	2	2	3	13	12	99	1	Panel	8/10/15	8/13/15	5/29/15	73	76	-3	1942	1994
2015	15A0658	Wh07165R	2	2	3	13	11	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0659	Wh00065	2	2	3	12	12	99	1	Panel	8/16/15	8/17/15	5/29/15	79	80	-1	2067	2092
2015	15A0660	IL729a	2	2	3	12	11	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0661	Me244-wb	2	2	4	11	12	99	1	Panel	8/1/15	8/17/15	5/29/15	64	80	-16	1780	2092
2015	15A0662	NJ159	2	2	4	11	11	99	1	Panel	8/7/15	8/11/15	5/29/15	70	74	-4	1889	1963
2015	15A0663	Check3	2	2	4	10	12	3	0	Check	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0664	FILL	2	2	4	10	11	99	1	Check	7/29/15	7/28/15	5/29/15	61	60	1	1711	1686
2015	15A0665	We01407	2	2	4	9	12	99	1	Panel	8/7/15	8/8/15	5/29/15	70	71	-1	1889	1902
2015	15A0666	M45	2	2	4	9	11	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0667	We02404	2	2	4	8	12	99	1	Panel	8/10/15	8/11/15	5/29/15	73	74	-1	1942	1963
2015	15A0668	Wh09137R	2	2	4	8	11	99	1	Panel	8/1/15	8/1/15	5/29/15	64	64	0	1780	1780
2015	15A0669	Check2	2	2	4	7	12	2	0	Check	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0670	257A9	2	2	4	7	11	99	1	Panel	8/9/15	8/9/15	5/29/15	72	72	0	1920	1920
2015	15A0671	Wh10804R	2	2	4	6	12	99	1	Panel	8/13/15	8/15/15	5/29/15	76	78	-2	1994	2043
2015	15A0672	Wh98044	2	2	4	6	11	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0673	IL611a	2	2	4	5	12	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0674	Wh10173V	2	2	4	5	11	99	1	Panel	8/9/15	8/9/15	5/29/15	72	72	0	1920	1920
2015	15A0675	Vineland576	2	2	4	4	12	99	1	Panel	8/8/15	8/10/15	5/29/15	71	73	-2	1902	1942
2015	15A0676	W6728	2	2	4	4	11	99	1	Panel	8/7/15	8/6/15	5/29/15	70	69	1	1889	1874
2015	15A0677	IL91j	2	2	4	3	12	99	1	Panel	8/9/15	8/8/15	5/29/15	72	71	1	1920	1902
2015	15A0678	FILL	2	2	4	3	11	99	1	Check	7/28/15	7/27/15	5/29/15	60	59	1	1686	1661
2015	15A0679	SD592	2	2	4	2	12	99	1	Panel	7/31/15	7/31/15	5/29/15	63	63	0	1760	1760
2015	15A0680	A685	2	2	4	2	11	99	1	Panel	8/14/15	8/14/15	5/29/15	77	77	0	2018	2018
2015	15A0681	Wh09075	2	2	4	1	12	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0682	Wuh09183i	2	2	4	1	11	99	1	Panel	8/6/15	8/8/15	5/29/15	69	71	-2	1874	1902
2015	15A0683	Il101t	2	2	5	1	10	99	1	Panel	8/8/15	8/11/15	5/29/15	71	74	-3	1902	1963
2015	15A0684	IL354a	2	2	5	1	9	99	1	Panel	8/10/15	8/13/15	5/29/15	73	76	-3	1942	1994
2015	15A0685	IL515a	2	2	5	2	10	99	1	Panel	8/15/15	8/18/15	5/29/15	78	81	-3	2043	2119
2015	15A0686	Wh10034R	2	2	5	2	9	99	1	Panel	8/3/15	8/2/15	5/29/15	66	65	1	1824	1801
2015	15A0687	If825	2	2	5	3	10	99	1	Panel	8/19/15	8/19/15	5/29/15	82	82	0	2146	2146
2015	15A0688	CTS6-1	2	2	5	3	9	99	1	Panel	8/21/15	8/25/15	5/29/15	84	88	-4	2186	2250
2015	15A0689	MR14	2	2	5	4	10	99	1	Panel	7/31/15	8/1/15	5/29/15	63	64	-1	1760	1780
2015	15A0690	Check2	2	2	5	4	9	2	0	Check	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0691	C68R	2	2	5	5	10	99	1	Panel	8/14/15	8/14/15	5/29/15	77	77	0	2018	2018
2015	15A0692	Wuh98032	2	2	5	5	9	99	1	Panel	8/17/15	8/18/15	5/29/15	80	81	-1	2092	2119
2015	15A0693	Wh98063	2	2	5	6	10	99	1	Panel	8/1/15	8/5/15	5/29/15	64	68	-4	1780	1859
2015	15A0694	Wuh07429i	2	2	5	6	9	99	1	Panel	8/5/15	8/7/15	5/29/15	68	70	-2	1859	1889
2015	15A0695	MDM-20	2	2	5	7	10	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0696	IL618b	2	2	5	7	9	99	1	Panel	8/11/15	8/16/15	5/29/15	74	79	-5	1963	2067
2015	15A0697	P39Le-253	2	2	5	8	10	99	1	Panel	8/7/15	8/7/15	5/29/15	70	70	0	1889	1889
2015	15A0698	GTS1	2	2	5	8	9	99	1	Panel	8/11/15	8/15/15	5/29/15	74	78	-4	1963	2043
2015	15A0699	FILL	2	2	5	9	10	99	1	Check	7/30/15	7/30/15	5/29/15	62	62	0	1737	1737
2015	15A0700	C42	2	2	5	9	9	99	1	Panel	8/11/15	8/15/15	5/29/15	74	78	-4	1963	2043
2015	15A0701	S43	2	2	5	10	10	99	1	Panel	8/2/15	8/2/15	5/29/15	65	65	0	1801	1801
2015	15A0702	Check3	2	2	5	10	9	3	0	Check	8/13/15	8/14/15	5/29/15	76	77	-1	1994	2018
2015	15A0703	C23	2	2	5	11	10	99	1	Panel	8/13/15	8/15/15	5/29/15	76	78	-2	1994	2043
2015	15A0704	FILL	2	2	5	11	9	99	1	Check	7/28/15	7/28/15	5/29/15	60	60	0	1686	1686
2015	15A0705	Ia45-3	2	2	6	12	10	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0706	IL799b	2	2	6	12	9	99	1	Panel	8/19/15	8/20/15	5/29/15	82	83	-1	2146	2169
2015	15A0707	IL761a	2	2	6	13	10	99	1	Panel	8/19/15	8/20/15	5/29/15	82	83	-1	2146	2169
2015	15A0708	MDM-18	2	2	6	13	9	99	1	Panel	8/14/15	8/15/15	5/29/15	77	78	-1	2018	2043
2015	15A0709	Wu99823	2	2	6	14	10	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0710	A15	2	2	6	14	9	99	1	Panel	8/1/15	8/2/15	5/29/15	64	65	-1	1780	1801
2015	15A0711	Wh10231V	2	2	6	15	10	99	1	Panel	8/3/15	8/6/15	5/29/15	66	69	-3	1824	1874
2015	15A0712	P39b	2	2	6	15	9	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0713	P39	2	2	6	16	10	99	1	Panel	8/3/15	8/5/15	5/29/15	66	68	-2	1824	1859
2015	15A0714	Check3	2	2	6	16	9	3	0	Check	8/10/15	8/10/15	5/29/15	73	73	0	1942	1942
2015	15A0715	IL615a	2	2	6	17	10	99	1	Panel	8/8/15	8/13/15	5/29/15	71	76	-5	1902	1994
2015	15A0716	Check2	2	2	6	17	9	2	0	Check	8/8/15	8/11/15	5/29/15	71	74	-3	1902	1963
2015	15A0717	Wuh07177i	2	2	6	18	10	99	1	Panel	8/9/15	8/7/15	5/29/15	72	70	2	1920	1889
2015	15A0718	We08414a	2	2	6	18	9	99	1	Panel	8/1/15	8/1/15	5/29/15	64	64	0	1780	1780
2015	15A0719	R851	2	2	6	19	10	99	1	Panel	8/13/15	8/14/15	5/29/15	76	77	-1	1994	2018
2015	15A0720	IL393a	2	2	6	19	9	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0721	Wh05066a	2	2	6	20	10	99	1	Panel	8/11/15	8/13/15	5/29/15	74	76	-2	1963	1994
2015	15A0722	SD176	2	2	6	20	9	99	1	Panel	7/29/15	7/30/15	5/29/15	61	62	-1	1711	1737
2015	15A0723	IL200e	2	2	6	21	10	99	1	Panel	8/4/15	8/6/15	5/29/15	67	69	-2	1842	1874
2015	15A0724	EP83	2	2	6	21	9	99	1	Panel	8/5/15	8/7/15	5/29/15	68	70	-2	1859	1889
2015	15A0725	IL800a	2	2	6	22	10	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0726	Ia453	2	2	6	22	9	99	1	Panel	8/13/15	8/14/15	5/29/15	76	77	-1	1994	2018
2015	15A0727	Check3	2	2	7	23	10	3	0	Check	8/13/15	8/14/15	5/29/15	76	77	-1	1994	2018
2015	15A0728	Wuh07469i	2	2	7	23	9	99	1	Panel	8/6/15	8/10/15	5/29/15	69	73	-4	1874	1942
2015	15A0729	C7e	2	2	7	24	10	99	1	Panel	8/5/15	8/8/15	5/29/15	68	71	-3	1859	1902
2015	15A0730	Fa56A	2	2	7	24	9	99	1	Panel	8/10/15	8/11/15	5/29/15	73	74	-1	1942	1963
2015	15A0731	MDM-17	2	2	7	25	10	99	1	Panel	8/14/15	8/15/15	5/29/15	77	78	-1	2018	2043
2015	15A0732	P39	2	2	7	25	9	99	1	Panel	8/14/15	8/15/15	5/29/15	77	78	-1	2018	2043
2015	15A0733	IL731a	2	2	7	26	10	99	1	Panel	8/20/15	8/24/15	5/29/15	83	87	-4	2169	2235
2015	15A0734	ILB6011	2	2	7	26	9	99	1	Panel	8/13/15	8/15/15	5/29/15	76	78	-2	1994	2043
2015	15A0735	Check2	2	2	7	27	10	2	0	Check	8/16/15	8/20/15	5/29/15	79	83	-4	2067	2169
2015	15A0736	Ma32	2	2	7	27	9	99	1	Panel	8/8/15	8/14/15	5/29/15	71	77	-6	1902	2018
2015	15A0737	Wu00801	2	2	7	28	10	99	1	Panel	8/15/15	8/20/15	5/29/15	78	83	-5	2043	2169
2015	15A0738	R825	2	2	7	28	9	99	1	Panel	8/16/15	8/16/15	5/29/15	79	79	0	2067	2067
2015	15A0739	IaCG4189	2	2	7	29	10	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0740	IL773a	2	2	7	29	9	99	1	Panel	8/16/15	8/22/15	5/29/15	79	85	-6	2067	2201
2015	15A0741	IL696a	2	2	7	30	10	99	1	Panel	8/14/15	8/15/15	5/29/15	77	78	-1	2018	2043
2015	15A0742	IL777a	2	2	7	30	9	99	1	Panel	8/16/15	8/18/15	5/29/15	79	81	-2	2067	2119
2015	15A0743	We09413	2	2	7	31	10	99	1	Panel	8/7/15	8/8/15	5/29/15	70	71	-1	1889	1902
2015	15A0744	IL124a	2	2	7	31	9	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0745	SD908	2	2	7	32	10	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0746	We02412	2	2	7	32	9	99	1	Panel	8/11/15	8/10/15	5/29/15	74	73	1	1963	1942
2015	15A0747	Wh10110R	2	2	7	33	10	99	1	Panel	8/8/15	8/9/15	5/29/15	71	72	-1	1902	1920
2015	15A0748	IL764b	2	2	7	33	9	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0749	Wh10080	2	2	8	33	8	99	1	Panel	8/20/15	8/24/15	5/29/15	83	87	-4	2169	2235
2015	15A0750	Check3	2	2	8	33	7	3	0	Check	8/11/15	8/13/15	5/29/15	74	76	-2	1963	1994
2015	15A0751	P51xRp1d	2	2	8	32	8	99	1	Panel	8/11/15	8/13/15	5/29/15	74	76	-2	1963	1994
2015	15A0752	Wuh07481i	2	2	8	32	7	99	1	Panel	8/6/15	8/7/15	5/29/15	69	70	-1	1874	1889
2015	15A0753	ILB5765	2	2	8	31	8	99	1	Panel	8/20/15	8/22/15	5/29/15	83	85	-2	2169	2201
2015	15A0754	Wh10216V	2	2	8	31	7	99	1	Panel	8/7/15	8/7/15	5/29/15	70	70	0	1889	1889
2015	15A0755	Wh00050	2	2	8	30	8	99	1	Panel	8/16/15	8/16/15	5/29/15	79	79	0	2067	2067
2015	15A0756	Me1	2	2	8	30	7	99	1	Panel	7/30/15	7/30/15	5/29/15	62	62	0	1737	1737
2015	15A0757	FILL	2	2	8	29	8	99	1	Check	7/29/15	7/28/15	5/29/15	61	60	1	1711	1686
2015	15A0758	FILL	2	2	8	29	7	99	1	Check	7/30/15	7/28/15	5/29/15	62	60	2	1737	1686
2015	15A0759	We05411	2	2	8	28	8	99	1	Panel	8/4/15	8/4/15	5/29/15	67	67	0	1842	1842
2015	15A0760	P51B	2	2	8	28	7	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0761	Wh09061	2	2	8	27	8	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0762	P39	2	2	8	27	7	99	1	Panel	8/6/15	8/7/15	5/29/15	69	70	-1	1874	1889
2015	15A0763	Ia4189	2	2	8	26	8	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0764	B5870	2	2	8	26	7	99	1	Panel	8/11/15	8/9/15	5/29/15	74	72	2	1963	1920
2015	15A0765	Ia2003	2	2	8	25	8	99	1	Panel	8/11/15	8/10/15	5/29/15	74	73	1	1963	1942
2015	15A0766	IL21f	2	2	8	25	7	99	1	Panel	8/11/15	8/15/15	5/29/15	74	78	-4	1963	2043
2015	15A0767	Check2	2	2	8	24	8	2	0	Check	8/13/15	8/15/15	5/29/15	76	78	-2	1994	2043
2015	15A0768	W85	2	2	8	24	7	99	1	Panel	8/2/15	8/5/15	5/29/15	65	68	-3	1801	1859
2015	15A0769	I45	2	2	8	23	8	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0770	IL607a	2	2	8	23	7	99	1	Panel	8/14/15	8/15/15	5/29/15	77	78	-1	2018	2043
2015	15A0771	FILL	2	2	9	22	8	99	1	Check	7/31/15	7/31/15	5/29/15	63	63	0	1760	1760
2015	15A0772	If853	2	2	9	22	7	99	1	Panel	8/17/15	8/19/15	5/29/15	80	82	-2	2092	2146
2015	15A0773	IL110K	2	2	9	21	8	99	1	Panel	8/7/15	8/8/15	5/29/15	70	71	-1	1889	1902
2015	15A0774	Check2	2	2	9	21	7	2	0	Check	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0775	A684	2	2	9	20	8	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0776	IL803a	2	2	9	20	7	99	1	Panel	8/16/15	8/18/15	5/29/15	79	81	-2	2067	2119
2015	15A0777	We06410	2	2	9	19	8	99	1	Panel	7/30/15	7/30/15	5/29/15	62	62	0	1737	1737
2015	15A0778	IL797a	2	2	9	19	7	99	1	Panel	8/10/15	8/10/15	5/29/15	73	73	0	1942	1942
2015	15A0779	SC1441	2	2	9	18	8	99	1	Panel	8/8/15	8/11/15	5/29/15	71	74	-3	1902	1963
2015	15A0780	FILL	2	2	9	18	7	99	1	Check	7/28/15	7/25/15	5/29/15	60	57	3	1686	1614
2015	15A0781	FILL	2	2	9	17	8	99	1	Check	7/27/15	7/25/15	5/29/15	59	57	2	1661	1614
2015	15A0782	AS11	2	2	9	17	7	99	1	Panel	8/7/15	8/9/15	5/29/15	70	72	-2	1889	1920
2015	15A0783	Me121-wb	2	2	9	16	8	99	1	Panel	8/11/15	8/11/15	5/29/15	74	74	0	1963	1963
2015	15A0784	C40	2	2	9	16	7	99	1	Panel	8/14/15	8/16/15	5/29/15	77	79	-2	2018	2067
2015	15A0785	Ma5125	2	2	9	15	8	99	1	Panel	8/11/15	8/10/15	5/29/15	74	73	1	1963	1942
2015	15A0786	Check3	2	2	9	15	7	3	0	Check	8/13/15	8/14/15	5/29/15	76	77	-1	1994	2018
2015	15A0787	471-U6	2	2	9	14	8	99	1	Panel	8/20/15	8/22/15	5/29/15	83	85	-2	2169	2201
2015	15A0788	IL713a	2	2	9	14	7	99	1	Panel	8/20/15	8/22/15	5/29/15	83	85	-2	2169	2201
2015	15A0789	Wh09083	2	2	9	13	8	99	1	Panel	8/13/15	8/13/15	5/29/15	76	76	0	1994	1994
2015	15A0790	W5552	2	2	9	13	7	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0791	IL788a	2	2	9	12	8	99	1	Panel	8/13/15	8/14/15	5/29/15	76	77	-1	1994	2018
2015	15A0792	Wh07020a	2	2	9	12	7	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
2015	15A0793	P39LE-261	2	2	10	11	8	99	1	Panel	8/8/15	8/8/15	5/29/15	71	71	0	1902	1902
2015	15A0794	FILL	2	2	10	11	7	99	1	Check	7/30/15	7/28/15	5/29/15	62	60	2	1737	1686
2015	15A0795	Ia5220	2	2	10	10	8	99	1	Panel	8/3/15	8/10/15	5/29/15	66	73	-7	1824	1942
2015	15A0796	A7	2	2	10	10	7	99	1	Panel	8/9/15	8/9/15	5/29/15	72	72	0	1920	1920
2015	15A0797	Wh07061a	2	2	10	9	8	99	1	Panel	8/15/15	8/15/15	5/29/15	78	78	0	2043	2043
