Year	Plot	Geno	Rep	Superblock	Block	Row	Col	Check	new	C	Anthesis	Silking	Planting	da	ds	a_s	GDD_a	GDD_s
2016	16A0270	Wh1095407-2	1	2	13	17	54	99	1	Panel	6-Aug	10-Aug	5/20/16	78	82	-4		
2016	16A0271	Wuh07183i	1	2	13	16	54	99	1	Panel	30-Aug	30-Aug	5/20/16	102	102	0		
2016	16A0272	C42	1	2	13	15	54	99	1	Panel	17-Aug	29-Aug	5/20/16	89	101	-12		
2016	16A0273	EP85	1	2	13	14	54	99	1	Panel	15-Aug	16-Aug	5/20/16	87	88	-1		
2016	16A0274	IL104g	1	2	13	13	54	99	1	Panel	15-Aug	16-Aug	5/20/16	87	88	-1		
2016	16A0275	B5765	1	2	13	12	54	99	1	Panel	8-Aug	12-Aug	5/20/16	80	84	-4		
2016	16A0276	IL1171	1	2	13	11	54	99	1	Panel	4-Aug	6-Aug	5/20/16	76	78	-2		
2016	16A0277	Wh07061a	1	2	13	10	54	99	1	Panel	11-Aug	12-Aug	5/20/16	83	84	-1		
2016	16A0278	P51B	1	2	13	9	54	99	1	Panel	11-Aug	15-Aug	5/20/16	83	87	-4		
2016	16A0279	SD245	1	2	13	8	54	99	1	Panel	25-Aug	7-Sep	5/20/16	97	110	-13		
2016	16A0280	Wh10049R	1	2	13	7	54	99	1	Panel	4-Aug	6-Aug	5/20/16	76	78	-2		
2016	16A0281	Check3	1	2	13	6	54	3	0	Check	8-Aug	11-Aug	5/20/16	80	83	-3		
2016	16A0282	C7e	1	2	13	5	54	99	1	Panel	1-Aug	9-Aug	5/20/16	73	81	-8		
2016	16A0283	R825	1	2	13	4	54	99	1	Panel	1-Aug	2-Aug	5/20/16	73	74	-1		
2016	16A0284	Vineland576	1	2	13	3	54	99	1	Panel	30-Aug	30-Aug	5/20/16	102	102	0		
2016	16A0285	Wuh07481i	1	2	13	2	54	99	1	Panel	30-Aug	30-Aug	5/20/16	102	102	0		
2016	16A0286	IaEV191	1	2	13	1	54	99	1	Panel	8-Aug	11-Aug	5/20/16	80	83	-3		
2016	16A0287	Wh93006	1	2	14	1	53	99	1	Panel	20-Jul	20-Jul	5/20/16	61	61	0		
2016	16A0288	Ia45-1	1	2	14	2	53	99	1	Panel	10-Aug	13-Aug	5/20/16	82	85	-3		
2016	16A0289	IL515a	1	2	14	3	53	99	1	Panel	10-Aug	12-Aug	5/20/16	82	84	-2		
2016	16A0290	We01407	1	2	14	4	53	99	1	Panel	26-Jul	6-Aug	5/20/16	67	78	-11		
2016	16A0291	257A9	1	2	14	5	53	99	1	Panel	6-Aug	10-Aug	5/20/16	78	82	-4		
2016	16A0292	P39b	1	2	14	6	53	99	1	Panel	1-Aug	9-Aug	5/20/16	73	81	-8		
2016	16A0293	Wh09068	1	2	14	7	53	99	1	Panel	28-Jul	4-Aug	5/20/16	69	76	-7		
2016	16A0294	Wh00050	1	2	14	8	53	99	1	Panel	30-Aug	30-Aug	5/20/16	102	102	0		
2016	16A0295	A10579	1	2	14	9	53	99	1	Panel	11-Aug	15-Aug	5/20/16	83	87	-4		
2016	16A0296	IL124a	1	2	14	10	53	99	1	Panel	9-Aug	16-Aug	5/20/16	81	88	-7		
2016	16A0297	Wh07020a	1	2	14	11	53	99	1	Panel	25-Jul	4-Aug	5/20/16	66	76	-10		
2016	16A0298	A15	1	2	14	12	53	99	1	Panel	20-Jul	27-Jul	5/20/16	61	68	-7		
2016	16A0299	Check2	1	2	14	13	53	2	0	Check	16-Aug	17-Aug	5/20/16	88	89	-1		
2016	16A0300	IaEV3004	1	2	14	14	53	99	1	Panel	8-Aug	8-Aug	5/20/16	80	80	0		
2016	16A0301	Wh08042	1	2	14	15	53	99	1	Panel	8-Aug	12-Aug	5/20/16	80	84	-4		
2016	16A0302	Check3	1	2	14	16	53	3	0	Check	16-Aug	18-Aug	5/20/16	88	90	-2		
2016	16A0303	Wh96034	1	2	14	17	53	99	1	Panel	21-Jul	22-Jul	5/20/16	62	63	-1		
2016	16A0304	MDM-20	1	2	14	18	53	99	1	Panel	29-Jul	1-Aug	5/20/16	70	73	-3		
2016	16A0305	IL47A	1	2	14	19	53	99	1	Panel	29-Jul	3-Aug	5/20/16	70	75	-5		
2016	16A0306	Wh05066a	1	2	14	20	53	99	1	Panel	22-Jul	30-Jul	5/20/16	63	71	-8		
2016	16A0307	ILB5870	1	2	14	21	53	99	1	Panel	1-Aug	6-Aug	5/20/16	73	78	-5		
2016	16A0308	Wh98044	1	2	14	22	53	99	1	Panel	1-Aug	2-Aug	5/20/16	73	74	-1		
2016	16A0309	Wuh07177i	1	2	15	22	52	99	1	Panel	21-Jul	23-Jul	5/20/16	62	64	-2		
2016	16A0310	FILL	1	2	15	21	52	99	1	Check	25-Jul	28-Jul	5/20/16	66	69	-3		
2016	16A0311	IL761a	1	2	15	20	52	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0312	Wh09117R	1	2	15	19	52	99	1	Panel	6-Aug	8-Aug	5/20/16	78	80	-2		
2016	16A0313	IL731a	1	2	15	18	52	99	1	Panel	8-Aug	10-Aug	5/20/16	80	82	-2		
2016	16A0314	Check3	1	2	15	17	52	3	0	Check	8-Aug	12-Aug	5/20/16	80	84	-4		
2016	16A0315	IP39	1	2	15	16	52	99	1	Panel	27-Jul	1-Aug	5/20/16	68	73	-5		
2016	16A0316	Wh09087	1	2	15	15	52	99	1	Panel	1-Aug	1-Aug	5/20/16	73	73	0		
2016	16A0317	Me1	1	2	15	14	52	99	1	Panel	22-Jul	26-Jul	5/20/16	63	67	-4		
2016	16A0318	83610b	1	2	15	13	52	99	1	Panel	9-Aug	11-Aug	5/20/16	81	83	-2		
2016	16A0319	IL393a	1	2	15	12	52	99	1	Panel	6-Aug	12-Aug	5/20/16	78	84	-6		
2016	16A0320	Check2	1	2	15	11	52	2	0	Check	5-Aug	6-Aug	5/20/16	77	78	-1		
2016	16A0321	IL744a	1	2	15	10	52	99	1	Panel	4-Aug	6-Aug	5/20/16	76	78	-2		
2016	16A0322	NJ159	1	2	15	9	52	99	1	Panel	19-Jul	26-Jul	5/20/16	60	67	-7		
2016	16A0323	Wh08092	1	2	15	8	52	99	1	Panel	15-Jul	20-Jul	5/20/16	56	61	-5		
2016	16A0324	ILB5765	1	2	15	7	52	99	1	Panel	5-Aug	8-Aug	5/20/16	77	80	-3		
2016	16A0325	FILL	1	2	15	6	52	99	1	Check	28-Jul	1-Aug	5/20/16	69	73	-4		
2016	16A0326	IL779a	1	2	15	5	52	99	1	Panel	8-Aug	15-Aug	5/20/16	80	87	-7		
2016	16A0327	IL797a	1	2	15	4	52	99	1	Panel	1-Aug	10-Aug	5/20/16	73	82	-9		
2016	16A0328	W5579	1	2	15	3	52	99	1	Panel	4-Aug	12-Aug	5/20/16	76	84	-8		
2016	16A0329	P39Goodman-Buckler	1	2	15	2	52	99	1	Panel	26-Jul	30-Jul	5/20/16	67	71	-4		
2016	16A0330	Ma5125	1	2	15	1	52	99	1	Panel	1-Aug	9-Aug	5/20/16	73	81	-8		
2016	16A0331	IL27a	1	2	16	1	51	99	1	Panel	10-Aug	12-Aug	5/20/16	82	84	-2		
2016	16A0332	IL673a	1	2	16	2	51	99	1	Panel	1-Aug	6-Aug	5/20/16	73	78	-5		
2016	16A0333	IL804a	1	2	16	3	51	99	1	Panel	15-Aug	15-Aug	5/20/16	87	87	0		
2016	16A0334	IL615a	1	2	16	4	51	99	1	Panel	4-Aug	15-Aug	5/20/16	76	87	-11		
2016	16A0335	S43	1	2	16	5	51	99	1	Panel	25-Jul	2-Aug	5/20/16	66	74	-8		
2016	16A0336	Wh09141R	1	2	16	6	51	99	1	Panel	1-Aug	5-Aug	5/20/16	73	77	-4		
2016	16A0337	Check2	1	2	16	7	51	2	0	Check	2-Aug	8-Aug	5/20/16	74	80	-6		
2016	16A0338	We02412	1	2	16	8	51	99	1	Panel	28-Jul	1-Aug	5/20/16	69	73	-4		
2016	16A0339	Wuh09174i	1	2	16	9	51	99	1	Panel	26-Jul	1-Aug	5/20/16	67	73	-6		
2016	16A0340	34f	1	2	16	10	51	99	1	Panel	5-Aug	10-Aug	5/20/16	77	82	-5		
2016	16A0341	IL557a	1	2	16	11	51	99	1	Panel	2-Aug	8-Aug	5/20/16	74	80	-6		
2016	16A0342	IL747b	1	2	16	12	51	99	1	Panel	28-Jul	1-Aug	5/20/16	69	73	-4		
2016	16A0343	CTS6-1	1	2	16	13	51	99	1	Panel	10-Aug	15-Aug	5/20/16	82	87	-5		
2016	16A0344	IL707a	1	2	16	14	51	99	1	Panel	16-Aug	16-Aug	5/20/16	88	88	0		
2016	16A0345	We09413	1	2	16	15	51	99	1	Panel	10-Aug	12-Aug	5/20/16	82	84	-2		
2016	16A0346	We05411	1	2	16	16	51	99	1	Panel	19-Jul	29-Jul	5/20/16	60	70	-10		
2016	16A0347	Wuh09144i	1	2	16	17	51	99	1	Panel	29-Jul	2-Aug	5/20/16	70	74	-4		
2016	16A0348	W1736	1	2	16	18	51	99	1	Panel	5-Aug	8-Aug	5/20/16	77	80	-3		
2016	16A0349	MDM-17	1	2	16	19	51	99	1	Panel	2-Aug	4-Aug	5/20/16	74	76	-2		
2016	16A0350	MDM-12	1	2	16	20	51	99	1	Panel	4-Aug	3-Aug	5/20/16	76	75	1		
2016	16A0351	W85	1	2	16	21	51	99	1	Panel	21-Jul	1-Aug	5/20/16	62	73	-11		
2016	16A0352	Check3	1	2	16	22	51	3	0	Check	5-Aug	6-Aug	5/20/16	77	78	-1		
2016	16A0353	IL788a	1	2	17	22	50	99	1	Panel	25-Jul	28-Jul	5/20/16	66	69	-3		
2016	16A0354	Il101t	1	2	17	21	50	99	1	Panel	25-Jul	1-Aug	5/20/16	66	73	-7		
2016	16A0355	P51	1	2	17	20	50	99	1	Panel	2-Aug	4-Aug	5/20/16	74	76	-2		
2016	16A0356	Check3	1	2	17	19	50	3	0	Check	2-Aug	8-Aug	5/20/16	74	80	-6		
2016	16A0357	P39LE-253	1	2	17	18	50	99	1	Panel	21-Jul	1-Aug	5/20/16	62	73	-11		
2016	16A0358	Check2	1	2	17	17	50	2	0	Check	1-Aug	2-Aug	5/20/16	73	74	-1		
2016	16A0359	EP62	1	2	17	16	50	99	1	Panel	20-Jul	29-Jul	5/20/16	61	70	-9		
2016	16A0360	IL751a	1	2	17	15	50	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0361	IL451b	1	2	17	14	50	99	1	Panel	4-Aug	12-Aug	5/20/16	76	84	-8		
2016	16A0362	Ind.5817	1	2	17	13	50	99	1	Panel	20-Jul	27-Jul	5/20/16	61	68	-7		
2016	16A0363	IL279AxRp1d	1	2	17	12	50	99	1	Panel	8-Aug	11-Aug	5/20/16	80	83	-3		
2016	16A0364	MDM-23	1	2	17	11	50	99	1	Panel	1-Aug	5-Aug	5/20/16	73	77	-4		
2016	16A0365	W6757	1	2	17	10	50	99	1	Panel	25-Jul	27-Jul	5/20/16	66	68	-2		
2016	16A0366	Me121-wb	1	2	17	9	50	99	1	Panel	1-Aug	8-Aug	5/20/16	73	80	-7		
2016	16A0367	IL13B	1	2	17	8	50	99	1	Panel	9-Aug	12-Aug	5/20/16	81	84	-3		
2016	16A0368	We10401	1	2	17	7	50	99	1	Panel	1-Aug	5-Aug	5/20/16	73	77	-4		
2016	16A0369	P39(New)	1	2	17	6	50	99	1	Panel	25-Jul	1-Aug	5/20/16	66	73	-7		
2016	16A0370	P39M94	1	2	17	5	50	99	1	Panel	1-Aug	2-Aug	5/20/16	73	74	-1		
2016	16A0371	Ia45-3	1	2	17	4	50	99	1	Panel	6-Aug	11-Aug	5/20/16	78	83	-5		
2016	16A0372	Wh10163	1	2	17	3	50	99	1	Panel	12-Aug	15-Aug	5/20/16	84	87	-3		
2016	16A0373	C22	1	2	17	2	50	99	1	Panel	26-Jul	27-Jul	5/20/16	67	68	-1		
2016	16A0374	IL800a	1	2	17	1	50	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0375	Hi78	1	3	18	1	49	99	1	Panel	15-Aug	29-Aug	5/20/16	87	101	-14		
2016	16A0376	IL395a	1	3	18	2	49	99	1	Panel	4-Aug	5-Aug	5/20/16	76	77	-1		
2016	16A0377	MR10	1	3	18	3	49	99	1	Panel	9-Aug	12-Aug	5/20/16	81	84	-3		
2016	16A0378	IL370a	1	3	18	4	49	99	1	Panel	26-Aug	30-Aug	5/20/16	98	102	-4		
2016	16A0379	IL543c	1	3	18	5	49	99	1	Panel	11-Aug	19-Aug	5/20/16	83	91	-8		
2016	16A0380	IL733a	1	3	18	6	49	99	1	Panel	16-Aug	18-Aug	5/20/16	88	90	-2		
2016	16A0381	Check4	1	3	18	7	49	4	0	Check	22-Aug	22-Aug	5/20/16	94	94	0		
2016	16A0382	T625	1	3	18	8	49	99	1	Panel	8-Aug	12-Aug	5/20/16	80	84	-4		
2016	16A0383	Check3	1	3	18	9	49	3	0	Check	9-Aug	16-Aug	5/20/16	81	88	-7		
2016	16A0384	C1540	1	3	18	10	49	99	1	Panel	16-Aug	26-Aug	5/20/16	88	98	-10		
2016	16A0385	IL793a	1	3	18	11	49	99	1	Panel	30-Aug	30-Aug	5/20/16	102	102	0		
2016	16A0386	MDM-15	1	3	18	12	49	99	1	Panel	1-Aug	9-Aug	5/20/16	73	81	-8		
2016	16A0387	DF14	1	3	18	13	49	99	1	Panel	5-Aug	6-Aug	5/20/16	77	78	-1		
2016	16A0388	Jubileeex9017	1	3	18	14	49	99	1	Panel	28-Jul	3-Aug	5/20/16	69	75	-6		
2016	16A0389	SD42	1	3	18	15	49	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0390	C7	1	3	18	16	49	99	1	Panel	18-Jul	1-Aug	5/20/16	59	73	-14		
2016	16A0391	Wh01001	1	3	18	17	49	99	1	Panel	25-Jul	4-Aug	5/20/16	66	76	-10		
2016	16A0392	MDM-16	1	3	18	18	49	99	1	Panel	1-Aug	8-Aug	5/20/16	73	80	-7		
2016	16A0393	T35	1	3	18	19	49	99	1	Panel	2-Aug	2-Aug	5/20/16	74	74	0		
2016	16A0394	304A	1	3	18	20	49	99	1	Panel	10-Aug	13-Aug	5/20/16	82	85	-3		
2016	16A0395	CI540	1	3	18	21	49	99	1	Panel	10-Aug	15-Aug	5/20/16	82	87	-5		
2016	16A0396	Mo17	1	3	18	22	49	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0397	IL91j	1	3	19	22	48	99	1	Panel	25-Jul	29-Jul	5/20/16	66	70	-4		
2016	16A0398	IL454a	1	3	19	21	48	99	1	Panel	26-Jul	5-Aug	5/20/16	67	77	-10		
2016	16A0399	OH43	1	3	19	20	48	99	1	Panel	28-Jul	30-Jul	5/20/16	69	71	-2		
2016	16A0400	IL545	1	3	19	19	48	99	1	Panel	25-Jul	29-Jul	5/20/16	66	70	-4		
2016	16A0401	M822	1	3	19	18	48	99	1	Panel	30-Jul	1-Aug	5/20/16	71	73	-2		
2016	16A0402	M6415	1	3	19	17	48	99	1	Panel	20-Jul	25-Jul	5/20/16	61	66	-5		
2016	16A0403	Check3	1	3	19	16	48	3	0	Check	26-Jul	1-Aug	5/20/16	67	73	-6		
2016	16A0404	(bta2)(sh2a1)	1	3	19	15	48	99	1	Panel	11-Aug	16-Aug	5/20/16	83	88	-5		
2016	16A0405	FILL	1	3	19	14	48	99	1	Check	25-Jul	26-Jul	5/20/16	66	67	-1		
2016	16A0406	IL44b	1	3	19	13	48	99	1	Panel	25-Jul	30-Jul	5/20/16	66	71	-5		
2016	16A0407	Wh95016a	1	3	19	12	48	99	1	Panel	19-Jul	28-Jul	5/20/16	60	69	-9		
2016	16A0408	MDM-19	1	3	19	11	48	99	1	Panel	1-Aug	3-Aug	5/20/16	73	75	-2		
2016	16A0409	Check4	1	3	19	10	48	4	0	Check	8-Aug	13-Aug	5/20/16	80	85	-5		
2016	16A0410	Hi82c1	1	3	19	9	48	99	1	Panel	19-Aug	1-Sep	5/20/16	91	104	-13		
2016	16A0411	SC6069	1	3	19	8	48	99	1	Panel	28-Jul	4-Aug	5/20/16	69	76	-7		
2016	16A0412	C27	1	3	19	7	48	99	1	Panel	25-Jul	30-Jul	5/20/16	66	71	-5		
2016	16A0413	M6421	1	3	19	6	48	99	1	Panel	6-Aug	15-Aug	5/20/16	78	87	-9		
2016	16A0414	Wh10046R	1	3	19	5	48	99	1	Panel	30-Jul	1-Aug	5/20/16	71	73	-2		
2016	16A0415	A632	1	3	19	4	48	99	1	Panel	9-Aug	10-Aug	5/20/16	81	82	-1		
2016	16A0416	IL110K	1	3	19	3	48	99	1	Panel	3-Aug	29-Aug	5/20/16	75	101	-26		
2016	16A0417	IL699e	1	3	19	2	48	99	1	Panel	1-Aug	30-Jul	5/20/16	73	71	2		
2016	16A0418	T20	1	3	19	1	48	99	1	Panel	1-Aug	1-Aug	5/20/16	73	73	0		
2016	16A0419	EP82	1	3	20	1	47	99	1	Panel	2-Aug	8-Aug	5/20/16	74	80	-6		
2016	16A0420	IL323a	1	3	20	2	47	99	1	Panel	18-Aug	18-Aug	5/20/16	90	90	0		
2016	16A0421	Check3	1	3	20	3	47	3	0	Check	2-Aug	9-Aug	5/20/16	74	81	-7		
2016	16A0422	Hi80	1	3	20	4	47	99	1	Panel	22-Aug	29-Aug	5/20/16	94	101	-7		
2016	16A0423	MDM-2	1	3	20	5	47	99	1	Panel	16-Aug	20-Aug	5/20/16	88	92	-4		
2016	16A0424	Wh10006R	1	3	20	6	47	99	1	Panel	6-Aug	12-Aug	5/20/16	78	84	-6		
2016	16A0425	A632	1	3	20	7	47	99	1	Panel	16-Aug	18-Aug	5/20/16	88	90	-2		
2016	16A0426	IL775a	1	3	20	8	47	99	1	Panel	11-Aug	17-Aug	5/20/16	83	89	-6		
2016	16A0427	675A	1	3	20	9	47	99	1	Panel	20-Aug	22-Aug	5/20/16	92	94	-2		
2016	16A0428	W6714	1	3	20	10	47	99	1	Panel	9-Aug	18-Aug	5/20/16	81	90	-9		
2016	16A0429	IL14H	1	3	20	11	47	99	1	Panel	6-Aug	12-Aug	5/20/16	78	84	-6		
2016	16A0430	IL103a	1	3	20	12	47	99	1	Panel	26-Jul	30-Jul	5/20/16	67	71	-4		
2016	16A0431	V775	1	3	20	13	47	99	1	Panel	25-Jul	26-Jul	5/20/16	66	67	-1		
2016	16A0432	T33	1	3	20	14	47	99	1	Panel	5-Aug	11-Aug	5/20/16	77	83	-6		
2016	16A0433	Wh10113R	1	3	20	15	47	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0434	IL430a	1	3	20	16	47	99	1	Panel	1-Aug	6-Aug	5/20/16	73	78	-5		
2016	16A0435	OH7B	1	3	20	17	47	99	1	Panel	9-Aug	16-Aug	5/20/16	81	88	-7		
2016	16A0436	Check4	1	3	20	18	47	4	0	Check	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0437	IL303b	1	3	20	19	47	99	1	Panel	25-Jul	2-Aug	5/20/16	66	74	-8		
2016	16A0438	Ia2730	1	3	20	20	47	99	1	Panel	2-Aug	11-Aug	5/20/16	74	83	-9		
2016	16A0439	IL86e	1	3	20	21	47	99	1	Panel	1-Aug	6-Aug	5/20/16	73	78	-5		
2016	16A0440	IL369b	1	3	20	22	47	99	1	Panel	1-Aug	1-Aug	5/20/16	73	73	0		
2016	16A0441	Wh92047	1	3	21	22	46	99	1	Panel	25-Jul	29-Jul	5/20/16	66	70	-4		
2016	16A0442	KBTL10	1	3	21	21	46	99	1	Panel	10-Aug	16-Aug	5/20/16	82	88	-6		
2016	16A0443	IL701e	1	3	21	20	46	99	1	Panel	29-Jul	1-Aug	5/20/16	70	73	-3		
2016	16A0444	T62s	1	3	21	19	46	99	1	Panel	2-Aug	8-Aug	5/20/16	74	80	-6		
2016	16A0445	Ma401	1	3	21	18	46	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0446	Check3	1	3	21	17	46	3	0	Check	25-Jul	30-Jul	5/20/16	66	71	-5		
2016	16A0447	IL7	1	3	21	16	46	99	1	Panel	4-Aug	8-Aug	5/20/16	76	80	-4		
2016	16A0448	T24	1	3	21	15	46	99	1	Panel	29-Jul	1-Aug	5/20/16	70	73	-3		
2016	16A0449	Hi70	1	3	21	14	46	99	1	Panel	5-Aug	5-Aug	5/20/16	77	77	0		
2016	16A0450	Ia2256B	1	3	21	13	46	99	1	Panel	25-Jul	29-Jul	5/20/16	66	70	-4		
2016	16A0451	IL648	1	3	21	12	46	99	1	Panel	1-Aug	3-Aug	5/20/16	73	75	-2		
2016	16A0452	IL14C	1	3	21	11	46	99	1	Panel	5-Aug	9-Aug	5/20/16	77	81	-4		
2016	16A0453	IL794a	1	3	21	10	46	99	1	Panel	6-Aug	13-Aug	5/20/16	78	85	-7		
2016	16A0454	IL125b	1	3	21	9	46	99	1	Panel	2-Aug	3-Aug	5/20/16	74	75	-1		
2016	16A0455	IL798c	1	3	21	8	46	99	1	Panel	5-Aug	12-Aug	5/20/16	77	84	-7		
2016	16A0456	FILL	1	3	21	7	46	99	1	Check	28-Jul	1-Aug	5/20/16	69	73	-4		
2016	16A0457	Wh07051	1	3	21	6	46	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0458	Check4	1	3	21	5	46	4	0	Check	3-Aug	10-Aug	5/20/16	75	82	-7		
2016	16A0459	IL802b	1	3	21	4	46	99	1	Panel	4-Aug	9-Aug	5/20/16	76	81	-5		
2016	16A0460	M5	1	3	21	3	46	99	1	Panel	1-Aug	5-Aug	5/20/16	73	77	-4		
2016	16A0461	IL14b	1	3	21	2	46	99	1	Panel	5-Aug	8-Aug	5/20/16	77	80	-3		
2016	16A0462	P35	1	3	21	1	46	99	1	Panel	25-Jul	29-Jul	5/20/16	66	70	-4		
2016	16A0463	IL31a	1	3	22	1	45	99	1	Panel	2-Aug	4-Aug	5/20/16	74	76	-2		
2016	16A0464	MDM-5	1	3	22	2	45	99	1	Panel	1-Aug	4-Aug	5/20/16	73	76	-3		
2016	16A0465	IL796a	1	3	22	3	45	99	1	Panel	4-Aug	8-Aug	5/20/16	76	80	-4		
2016	16A0466	IL778c	1	3	22	4	45	99	1	Panel	1-Aug	6-Aug	5/20/16	73	78	-5		
2016	16A0467	We02406	1	3	22	5	45	99	1	Panel	1-Aug	3-Aug	5/20/16	73	75	-2		
2016	16A0468	IL795a	1	3	22	6	45	99	1	Panel	25-Jul	28-Jul	5/20/16	66	69	-3		
2016	16A0469	T32	1	3	22	7	45	99	1	Panel	29-Jul	1-Aug	5/20/16	70	73	-3		
2016	16A0470	B73	1	3	22	8	45	99	1	Panel	9-Aug	12-Aug	5/20/16	81	84	-3		
2016	16A0471	C81	1	3	22	9	45	99	1	Panel	1-Aug	3-Aug	5/20/16	73	75	-2		
2016	16A0472	IL366a	1	3	22	10	45	99	1	Panel	8-Aug	8-Aug	5/20/16	80	80	0		
2016	16A0473	IL757b	1	3	22	11	45	99	1	Panel	11-Aug	16-Aug	5/20/16	83	88	-5		
2016	16A0474	IL678a	1	3	22	12	45	99	1	Panel	11-Aug	15-Aug	5/20/16	83	87	-4		
2016	16A0475	Check4	1	3	22	13	45	4	0	Check	8-Aug	12-Aug	5/20/16	80	84	-4		
2016	16A0476	IL765a	1	3	22	14	45	99	1	Panel	29-Jul	1-Aug	5/20/16	70	73	-3		
2016	16A0477	FILL	1	3	22	15	45	99	1	Check	6-Aug	11-Aug	5/20/16	78	83	-5		
2016	16A0478	IL692c	1	3	22	16	45	99	1	Panel	28-Jul	1-Aug	5/20/16	69	73	-4		
2016	16A0479	IL766a	1	3	22	17	45	99	1	Panel	28-Jul	1-Aug	5/20/16	69	73	-4		
2016	16A0480	C68	1	3	22	18	45	99	1	Panel	1-Aug	6-Aug	5/20/16	73	78	-5		
2016	16A0481	Il677a	1	3	22	19	45	99	1	Panel	1-Aug	8-Aug	5/20/16	73	80	-7		
2016	16A0482	Check3	1	3	22	20	45	3	0	Check	25-Jul	30-Jul	5/20/16	66	71	-5		
2016	16A0483	W64A	1	3	22	21	45	99	1	Panel	25-Jul	27-Jul	5/20/16	66	68	-2		
2016	16A0484	Wh93016	1	3	22	22	45	99	1	Panel	22-Jul	25-Jul	5/20/16	63	66	-3		
2016	16A0485	We05407	2	1	1	22	44	99	1	Panel	22-Jul	1-Aug	6/1/16	51	61	-10		
2016	16A0486	W7151	2	1	1	21	44	99	1	Panel	25-Jul	30-Jul	6/1/16	54	59	-5		
2016	16A0487	NJ618	2	1	1	20	44	99	1	Panel	29-Jul	2-Aug	6/1/16	58	62	-4		
2016	16A0488	FILL	2	1	1	19	44	99	1	Check	2-Aug	8-Aug	6/1/16	62	68	-6		
2016	16A0489	C2	2	1	1	18	44	99	1	Panel	1-Aug	2-Aug	6/1/16	61	62	-1		
2016	16A0490	ND1	2	1	1	17	44	99	1	Panel	25-Jul	27-Jul	6/1/16	54	56	-2		
2016	16A0491	M6388	2	1	1	16	44	99	1	Panel	10-Aug	13-Aug	6/1/16	70	73	-3		
2016	16A0492	F7	2	1	1	15	44	99	1	Panel	1-Aug	2-Aug	6/1/16	61	62	-1		
2016	16A0493	W6366	2	1	1	14	44	99	1	Panel	1-Aug	3-Aug	6/1/16	61	63	-2		
2016	16A0494	S4	2	1	1	13	44	99	1	Panel	2-Aug	3-Aug	6/1/16	62	63	-1		
2016	16A0495	C12-1	2	1	1	12	44	99	1	Panel	29-Jul	1-Aug	6/1/16	58	61	-3		
2016	16A0496	Check2	2	1	1	11	44	2	0	Check	11-Aug	15-Aug	6/1/16	71	75	-4		
2016	16A0497	IL689a	2	1	1	10	44	99	1	Panel	4-Aug	9-Aug	6/1/16	64	69	-5		
2016	16A0498	Me123	2	1	1	9	44	99	1	Panel	3-Aug	8-Aug	6/1/16	63	68	-5		
2016	16A0499	SD909	2	1	1	8	44	99	1	Panel	2-Aug	5-Aug	6/1/16	62	65	-3		
2016	16A0500	Wu04806	2	1	1	7	44	99	1	Panel	1-Aug	9-Aug	6/1/16	61	69	-8		
2016	16A0501	G8	2	1	1	6	44	99	1	Panel	29-Jul	5-Aug	6/1/16	58	65	-7		
2016	16A0502	FILL	2	1	1	5	44	99	1	Check	10-Aug	13-Aug	6/1/16	70	73	-3		
2016	16A0503	Wuh09097i	2	1	1	4	44	99	1	Panel	30-Aug	30-Aug	6/1/16	90	90	0		
2016	16A0504	Wuh07413i	2	1	1	3	44	99	1	Panel	5-Aug	8-Aug	6/1/16	65	68	-3		
2016	16A0505	Check1	2	1	1	2	44	1	0	Check	27-Jul	4-Aug	6/1/16	56	64	-8		
2016	16A0506	SD884	2	1	1	1	44	99	1	Panel	6-Aug	11-Aug	6/1/16	66	71	-5		
2016	16A0507	W3742	2	1	2	1	43	99	1	Panel	2-Aug	9-Aug	6/1/16	62	69	-7		
2016	16A0508	We08417a	2	1	2	2	43	99	1	Panel	6-Aug	11-Aug	6/1/16	66	71	-5		
2016	16A0509	Me2rt	2	1	2	3	43	99	1	Panel	26-Jul	2-Aug	6/1/16	55	62	-7		
2016	16A0510	Wisconsin_se_tester_sese	2	1	2	4	43	99	1	Panel	25-Jul	26-Jul	6/1/16	54	55	-1		
2016	16A0511	Wh09009	2	1	2	5	43	99	1	Panel	29-Jul	1-Aug	6/1/16	58	61	-3		
2016	16A0512	WVG3	2	1	2	6	43	99	1	Panel	2-Aug	10-Aug	6/1/16	62	70	-8		
2016	16A0513	Wuh09164i	2	1	2	7	43	99	1	Panel	2-Aug	4-Aug	6/1/16	62	64	-2		
2016	16A0514	IL676a	2	1	2	8	43	99	1	Panel	8-Aug	12-Aug	6/1/16	68	72	-4		
